Name,Type,HP,Attack,Defense,Special Attack,Special Defense,Speed,Total Stats,Legendary,Mythical
Weavile,"['dark', 'ice']",70,120,65,45,85,125,510,False,False
Magnezone,"['electric', 'steel']",70,70,115,130,90,60,535,False,False
Lickilicky,['normal'],110,85,95,80,95,50,515,False,False
Rhyperior,"['ground', 'rock']",115,140,130,55,55,40,535,False,False
Tangrowth,['grass'],100,100,125,110,50,50,535,False,False
Electivire,['electric'],75,123,67,95,85,95,540,False,False
Magmortar,['fire'],75,95,67,125,95,83,540,False,False
Togekiss,"['fairy', 'flying']",85,50,95,120,115,80,545,False,False
Yanmega,"['bug', 'flying']",86,76,86,116,56,95,515,False,False
Leafeon,['grass'],65,110,130,60,65,95,525,False,False
Glaceon,['ice'],65,60,110,130,95,65,525,False,False
Gliscor,"['ground', 'flying']",75,95,125,45,75,95,510,False,False
Mamoswine,"['ice', 'ground']",110,130,80,70,60,80,530,False,False
Porygon-z,['normal'],85,80,70,135,75,90,535,False,False
Gallade,"['psychic', 'fighting']",68,125,65,65,115,80,518,False,False
Probopass,"['rock', 'steel']",60,55,145,75,150,40,525,False,False
Dusknoir,['ghost'],45,100,135,65,135,45,525,False,False
Froslass,"['ice', 'ghost']",70,80,70,80,70,110,480,False,False
Rotom,"['electric', 'ghost']",50,50,77,95,77,91,440,False,False
Snivy,['grass'],45,45,55,45,55,63,308,False,False
Servine,['grass'],60,60,75,60,75,83,413,False,False
Serperior,['grass'],75,75,95,75,95,113,528,False,False
Tepig,['fire'],65,63,45,45,45,45,308,False,False
Pignite,"['fire', 'fighting']",90,93,55,70,55,55,418,False,False
Emboar,"['fire', 'fighting']",110,123,65,100,65,65,528,False,False
Oshawott,['water'],55,55,45,63,45,45,308,False,False
Dewott,['water'],75,75,60,83,60,60,413,False,False
Samurott,['water'],95,100,85,108,70,70,528,False,False
Patrat,['normal'],45,55,39,35,39,42,255,False,False
Watchog,['normal'],60,85,69,60,69,77,420,False,False
Lillipup,['normal'],45,60,45,25,45,55,275,False,False
Herdier,['normal'],65,80,65,35,65,60,370,False,False
Stoutland,['normal'],85,110,90,45,90,80,500,False,False
Purrloin,['dark'],41,50,37,50,37,66,281,False,False
Liepard,['dark'],64,88,50,88,50,106,446,False,False
Pansage,['grass'],50,53,48,53,48,64,316,False,False
Simisage,['grass'],75,98,63,98,63,101,498,False,False
Pansear,['fire'],50,53,48,53,48,64,316,False,False
Simisear,['fire'],75,98,63,98,63,101,498,False,False
Panpour,['water'],50,53,48,53,48,64,316,False,False
Simipour,['water'],75,98,63,98,63,101,498,False,False
Munna,['psychic'],76,25,45,67,55,24,292,False,False
Musharna,['psychic'],116,55,85,107,95,29,487,False,False
Pidove,"['normal', 'flying']",50,55,50,36,30,43,264,False,False
Tranquill,"['normal', 'flying']",62,77,62,50,42,65,358,False,False
Unfezant,"['normal', 'flying']",80,115,80,65,55,93,488,False,False
Blitzle,['electric'],45,60,32,50,32,76,295,False,False
Zebstrika,['electric'],75,100,63,80,63,116,497,False,False
Roggenrola,['rock'],55,75,85,25,25,15,280,False,False
Boldore,['rock'],70,105,105,50,40,20,390,False,False
Gigalith,['rock'],85,135,130,60,80,25,515,False,False
Woobat,"['psychic', 'flying']",65,45,43,55,43,72,323,False,False
Swoobat,"['psychic', 'flying']",67,57,55,77,55,114,425,False,False
Drilbur,['ground'],60,85,40,30,45,68,328,False,False
Excadrill,"['ground', 'steel']",110,135,60,50,65,88,508,False,False
Audino,['normal'],103,60,86,60,86,50,445,False,False
Timburr,['fighting'],75,80,55,25,35,35,305,False,False
Gurdurr,['fighting'],85,105,85,40,50,40,405,False,False
Conkeldurr,['fighting'],105,140,95,55,65,45,505,False,False
Tympole,['water'],50,50,40,50,40,64,294,False,False
Palpitoad,"['water', 'ground']",75,65,55,65,55,69,384,False,False
Seismitoad,"['water', 'ground']",105,95,75,85,75,74,509,False,False
Throh,['fighting'],120,100,85,30,85,45,465,False,False
Sawk,['fighting'],75,125,75,30,75,85,465,False,False
Sewaddle,"['bug', 'grass']",45,53,70,40,60,42,310,False,False
Swadloon,"['bug', 'grass']",55,63,90,50,80,42,380,False,False
Leavanny,"['bug', 'grass']",75,103,80,70,80,92,500,False,False
Venipede,"['bug', 'poison']",30,45,59,30,39,57,260,False,False
Whirlipede,"['bug', 'poison']",40,55,99,40,79,47,360,False,False
Scolipede,"['bug', 'poison']",60,100,89,55,69,112,485,False,False
Cottonee,"['grass', 'fairy']",40,27,60,37,50,66,280,False,False
Whimsicott,"['grass', 'fairy']",60,67,85,77,75,116,480,False,False
Petilil,['grass'],45,35,50,70,50,30,280,False,False
Lilligant,['grass'],70,60,75,110,75,90,480,False,False
Basculin-red-striped,['water'],70,92,65,80,55,98,460,False,False
Sandile,"['ground', 'dark']",50,72,35,35,35,65,292,False,False
Krokorok,"['ground', 'dark']",60,82,45,45,45,74,351,False,False
Krookodile,"['ground', 'dark']",95,117,80,65,70,92,519,False,False
Darumaka,['fire'],70,90,45,15,45,50,315,False,False
Darmanitan-standard,['fire'],105,140,55,30,55,95,480,False,False
Maractus,['grass'],75,86,67,106,67,60,461,False,False
Dwebble,"['bug', 'rock']",50,65,85,35,35,55,325,False,False
Crustle,"['bug', 'rock']",70,105,125,65,75,45,485,False,False
Scraggy,"['dark', 'fighting']",50,75,70,35,70,48,348,False,False
Scrafty,"['dark', 'fighting']",65,90,115,45,115,58,488,False,False
Sigilyph,"['psychic', 'flying']",72,58,80,103,80,97,490,False,False
Yamask,['ghost'],38,30,85,55,65,30,303,False,False
Cofagrigus,['ghost'],58,50,145,95,105,30,483,False,False
Tirtouga,"['water', 'rock']",54,78,103,53,45,22,355,False,False
Carracosta,"['water', 'rock']",74,108,133,83,65,32,495,False,False
Archen,"['rock', 'flying']",55,112,45,74,45,70,401,False,False
Archeops,"['rock', 'flying']",75,140,65,112,65,110,567,False,False
Trubbish,['poison'],50,50,62,40,62,65,329,False,False
Garbodor,['poison'],80,95,82,60,82,75,474,False,False
Zorua,['dark'],40,65,40,80,40,65,330,False,False
Zoroark,['dark'],60,105,60,120,60,105,510,False,False
Minccino,['normal'],55,50,40,40,40,75,300,False,False
Cinccino,['normal'],75,95,60,65,60,115,470,False,False
Gothita,['psychic'],45,30,50,55,65,45,290,False,False
Gothorita,['psychic'],60,45,70,75,85,55,390,False,False
Gothitelle,['psychic'],70,55,95,95,110,65,490,False,False
Solosis,['psychic'],45,30,40,105,50,20,290,False,False
Duosion,['psychic'],65,40,50,125,60,30,370,False,False
Reuniclus,['psychic'],110,65,75,125,85,30,490,False,False
Ducklett,"['water', 'flying']",62,44,50,44,50,55,305,False,False
Swanna,"['water', 'flying']",75,87,63,87,63,98,473,False,False
Vanillite,['ice'],36,50,50,65,60,44,305,False,False
Vanillish,['ice'],51,65,65,80,75,59,395,False,False
Vanilluxe,['ice'],71,95,85,110,95,79,535,False,False
Deerling,"['normal', 'grass']",60,60,50,40,50,75,335,False,False
Sawsbuck,"['normal', 'grass']",80,100,70,60,70,95,475,False,False
Emolga,"['electric', 'flying']",55,75,60,75,60,103,428,False,False
Karrablast,['bug'],50,75,45,40,45,60,315,False,False
Escavalier,"['bug', 'steel']",70,135,105,60,105,20,495,False,False
Foongus,"['grass', 'poison']",69,55,45,55,55,15,294,False,False
Amoonguss,"['grass', 'poison']",114,85,70,85,80,30,464,False,False
Frillish,"['water', 'ghost']",55,40,50,65,85,40,335,False,False
Jellicent,"['water', 'ghost']",100,60,70,85,105,60,480,False,False
Alomomola,['water'],165,75,80,40,45,65,470,False,False
Joltik,"['bug', 'electric']",50,47,50,57,50,65,319,False,False
Galvantula,"['bug', 'electric']",70,77,60,97,60,108,472,False,False
Ferroseed,"['grass', 'steel']",44,50,91,24,86,10,305,False,False
Ferrothorn,"['grass', 'steel']",74,94,131,54,116,20,489,False,False
Klink,['steel'],40,55,70,45,60,30,300,False,False
Klang,['steel'],60,80,95,70,85,50,440,False,False
Klinklang,['steel'],60,100,115,70,85,90,520,False,False
Tynamo,['electric'],35,55,40,45,40,60,275,False,False
Eelektrik,['electric'],65,85,70,75,70,40,405,False,False
Eelektross,['electric'],85,115,80,105,80,50,515,False,False
Elgyem,['psychic'],55,55,55,85,55,30,335,False,False
Beheeyem,['psychic'],75,75,75,125,95,40,485,False,False
Litwick,"['ghost', 'fire']",50,30,55,65,55,20,275,False,False
Lampent,"['ghost', 'fire']",60,40,60,95,60,55,370,False,False
Chandelure,"['ghost', 'fire']",60,55,90,145,90,80,520,False,False
Axew,['dragon'],46,87,60,30,40,57,320,False,False
Fraxure,['dragon'],66,117,70,40,50,67,410,False,False
Haxorus,['dragon'],76,147,90,60,70,97,540,False,False
Cubchoo,['ice'],55,70,40,60,40,40,305,False,False
Beartic,['ice'],95,130,80,70,80,50,505,False,False
Cryogonal,['ice'],80,50,50,95,135,105,515,False,False
Shelmet,['bug'],50,40,85,40,65,25,305,False,False
Accelgor,['bug'],80,70,40,100,60,145,495,False,False
Stunfisk,"['ground', 'electric']",109,66,84,81,99,32,471,False,False
Mienfoo,['fighting'],45,85,50,55,50,65,350,False,False
Mienshao,['fighting'],65,125,60,95,60,105,510,False,False
Druddigon,['dragon'],77,120,90,60,90,48,485,False,False
Golett,"['ground', 'ghost']",59,74,50,35,50,35,303,False,False
Golurk,"['ground', 'ghost']",89,124,80,55,80,55,483,False,False
Pawniard,"['dark', 'steel']",45,85,70,40,40,60,340,False,False
Bisharp,"['dark', 'steel']",65,125,100,60,70,70,490,False,False
Bouffalant,['normal'],95,110,95,40,95,55,490,False,False
Rufflet,"['normal', 'flying']",70,83,50,37,50,60,350,False,False
Braviary,"['normal', 'flying']",100,123,75,57,75,80,510,False,False
Vullaby,"['dark', 'flying']",70,55,75,45,65,60,370,False,False
Mandibuzz,"['dark', 'flying']",110,65,105,55,95,80,510,False,False
Heatmor,['fire'],85,97,66,105,66,65,484,False,False
Durant,"['bug', 'steel']",58,109,112,48,48,109,484,False,False
Deino,"['dark', 'dragon']",52,65,50,45,50,38,300,False,False
Zweilous,"['dark', 'dragon']",72,85,70,65,70,58,420,False,False
Hydreigon,"['dark', 'dragon']",92,105,90,125,90,98,600,False,False
Larvesta,"['bug', 'fire']",55,85,55,50,55,60,360,False,False
Volcarona,"['bug', 'fire']",85,60,65,135,105,100,550,False,False
Chespin,['grass'],56,61,65,48,45,38,313,False,False
Quilladin,['grass'],61,78,95,56,58,57,405,False,False
Chesnaught,"['grass', 'fighting']",88,107,122,74,75,64,530,False,False
Fennekin,['fire'],40,45,40,62,60,60,307,False,False
Braixen,['fire'],59,59,58,90,70,73,409,False,False
Delphox,"['fire', 'psychic']",75,69,72,114,100,104,534,False,False
Froakie,['water'],41,56,40,62,44,71,314,False,False
Frogadier,['water'],54,63,52,83,56,97,405,False,False
Greninja,"['water', 'dark']",72,95,67,103,71,122,530,False,False
Bunnelby,['normal'],38,36,38,32,36,57,237,False,False
Diggersby,"['normal', 'ground']",85,56,77,50,77,78,423,False,False
Fletchling,"['normal', 'flying']",45,50,43,40,38,62,278,False,False
Fletchinder,"['fire', 'flying']",62,73,55,56,52,84,382,False,False
Talonflame,"['fire', 'flying']",78,81,71,74,69,126,499,False,False
Scatterbug,['bug'],38,35,40,27,25,35,200,False,False
Spewpa,['bug'],45,22,60,27,30,29,213,False,False
Vivillon,"['bug', 'flying']",80,52,50,90,50,89,411,False,False
Litleo,"['fire', 'normal']",62,50,58,73,54,72,369,False,False
Pyroar,"['fire', 'normal']",86,68,72,109,66,106,507,False,False
Flabebe,['fairy'],44,38,39,61,79,42,303,False,False
Floette,['fairy'],54,45,47,75,98,52,371,False,False
Florges,['fairy'],78,65,68,112,154,75,552,False,False
Skiddo,['grass'],66,65,48,62,57,52,350,False,False
Gogoat,['grass'],123,100,62,97,81,68,531,False,False
Pancham,['fighting'],67,82,62,46,48,43,348,False,False
Pangoro,"['fighting', 'dark']",95,124,78,69,71,58,495,False,False
Furfrou,['normal'],75,80,60,65,90,102,472,False,False
Espurr,['psychic'],62,48,54,63,60,68,355,False,False
Meowstic-male,['psychic'],74,48,76,83,81,104,466,False,False
Honedge,"['steel', 'ghost']",45,80,100,35,37,28,325,False,False
Doublade,"['steel', 'ghost']",59,110,150,45,49,35,448,False,False
Aegislash-shield,"['steel', 'ghost']",60,50,140,50,140,60,500,False,False
Spritzee,['fairy'],78,52,60,63,65,23,341,False,False
Aromatisse,['fairy'],101,72,72,99,89,29,462,False,False
Swirlix,['fairy'],62,48,66,59,57,49,341,False,False
Slurpuff,['fairy'],82,80,86,85,75,72,480,False,False
Inkay,"['dark', 'psychic']",53,54,53,37,46,45,288,False,False
Malamar,"['dark', 'psychic']",86,92,88,68,75,73,482,False,False
Binacle,"['rock', 'water']",42,52,67,39,56,50,306,False,False
Barbaracle,"['rock', 'water']",72,105,115,54,86,68,500,False,False
Skrelp,"['poison', 'water']",50,60,60,60,60,30,320,False,False
Dragalge,"['poison', 'dragon']",65,75,90,97,123,44,494,False,False
Clauncher,['water'],50,53,62,58,63,44,330,False,False
Clawitzer,['water'],71,73,88,120,89,59,500,False,False
Helioptile,"['electric', 'normal']",44,38,33,61,43,70,289,False,False
Heliolisk,"['electric', 'normal']",62,55,52,109,94,109,481,False,False
Tyrunt,"['rock', 'dragon']",58,89,77,45,45,48,362,False,False
Tyrantrum,"['rock', 'dragon']",82,121,119,69,59,71,521,False,False
Amaura,"['rock', 'ice']",77,59,50,67,63,46,362,False,False
Aurorus,"['rock', 'ice']",123,77,72,99,92,58,521,False,False
Sylveon,['fairy'],95,65,65,110,130,60,525,False,False
Hawlucha,"['fighting', 'flying']",78,92,75,74,63,118,500,False,False
Dedenne,"['electric', 'fairy']",67,58,57,81,67,101,431,False,False
Carbink,"['rock', 'fairy']",50,50,150,50,150,50,500,False,False
Goomy,['dragon'],45,50,35,55,75,40,300,False,False
Sliggoo,['dragon'],68,75,53,83,113,60,452,False,False
Goodra,['dragon'],90,100,70,110,150,80,600,False,False
Klefki,"['steel', 'fairy']",57,80,91,80,87,75,470,False,False
Phantump,"['ghost', 'grass']",43,70,48,50,60,38,309,False,False
Trevenant,"['ghost', 'grass']",85,110,76,65,82,56,474,False,False
Pumpkaboo-average,"['ghost', 'grass']",49,66,70,44,55,51,335,False,False
Gourgeist-average,"['ghost', 'grass']",65,90,122,58,75,84,494,False,False
Bergmite,['ice'],55,69,85,32,35,28,304,False,False
Avalugg,['ice'],95,117,184,44,46,28,514,False,False
Noibat,"['flying', 'dragon']",40,30,35,45,40,55,245,False,False
Noivern,"['flying', 'dragon']",85,70,80,97,80,123,535,False,False
Rowlet,"['grass', 'flying']",68,55,55,50,50,42,320,False,False
Dartrix,"['grass', 'flying']",78,75,75,70,70,52,420,False,False
Decidueye,"['grass', 'ghost']",78,107,75,100,100,70,530,False,False
Litten,['fire'],45,65,40,60,40,70,320,False,False
Torracat,['fire'],65,85,50,80,50,90,420,False,False
Incineroar,"['fire', 'dark']",95,115,90,80,90,60,530,False,False
Popplio,['water'],50,54,54,66,56,40,320,False,False
Brionne,['water'],60,69,69,91,81,50,420,False,False
Primarina,"['water', 'fairy']",80,74,74,126,116,60,530,False,False
Pikipek,"['normal', 'flying']",35,75,30,30,30,65,265,False,False
Trumbeak,"['normal', 'flying']",55,85,50,40,50,75,355,False,False
Toucannon,"['normal', 'flying']",80,120,75,75,75,60,485,False,False
Yungoos,['normal'],48,70,30,30,30,45,253,False,False
Gumshoos,['normal'],88,110,60,55,60,45,418,False,False
Grubbin,['bug'],47,62,45,55,45,46,300,False,False
Charjabug,"['bug', 'electric']",57,82,95,55,75,36,400,False,False
Vikavolt,"['bug', 'electric']",77,70,90,145,75,43,500,False,False
Crabrawler,['fighting'],47,82,57,42,47,63,338,False,False
Crabominable,"['fighting', 'ice']",97,132,77,62,67,43,478,False,False
Oricorio-baile,"['fire', 'flying']",75,70,70,98,70,93,476,False,False
Cutiefly,"['bug', 'fairy']",40,45,40,55,40,84,304,False,False
Ribombee,"['bug', 'fairy']",60,55,60,95,70,124,464,False,False
Rockruff,['rock'],45,65,40,30,40,60,280,False,False
Lycanroc-midday,['rock'],75,115,65,55,65,112,487,False,False
Wishiwashi-solo,['water'],45,20,20,25,25,40,175,False,False
Mareanie,"['poison', 'water']",50,53,62,43,52,45,305,False,False
Toxapex,"['poison', 'water']",50,63,152,53,142,35,495,False,False
Mudbray,['ground'],70,100,70,45,55,45,385,False,False
Mudsdale,['ground'],100,125,100,55,85,35,500,False,False
Dewpider,"['water', 'bug']",38,40,52,40,72,27,269,False,False
Araquanid,"['water', 'bug']",68,70,92,50,132,42,454,False,False
Fomantis,['grass'],40,55,35,50,35,35,250,False,False
Lurantis,['grass'],70,105,90,80,90,45,480,False,False
Morelull,"['grass', 'fairy']",40,35,55,65,75,15,285,False,False
Shiinotic,"['grass', 'fairy']",60,45,80,90,100,30,405,False,False
Salandit,"['poison', 'fire']",48,44,40,71,40,77,320,False,False
Salazzle,"['poison', 'fire']",68,64,60,111,60,117,480,False,False
Stufful,"['normal', 'fighting']",70,75,50,45,50,50,340,False,False
Bewear,"['normal', 'fighting']",120,125,80,55,60,60,500,False,False
Bounsweet,['grass'],42,30,38,30,38,32,210,False,False
Steenee,['grass'],52,40,48,40,48,62,290,False,False
Tsareena,['grass'],72,120,98,50,98,72,510,False,False
Comfey,['fairy'],51,52,90,82,110,100,485,False,False
Oranguru,"['normal', 'psychic']",90,60,80,90,110,60,490,False,False
Passimian,['fighting'],100,120,90,40,60,80,490,False,False
Wimpod,"['bug', 'water']",25,35,40,20,30,80,230,False,False
Golisopod,"['bug', 'water']",75,125,140,60,90,40,530,False,False
Sandygast,"['ghost', 'ground']",55,55,80,70,45,15,320,False,False
Palossand,"['ghost', 'ground']",85,75,110,100,75,35,480,False,False
Pyukumuku,['water'],55,60,130,30,130,5,410,False,False
Type-null,['normal'],95,95,95,95,95,59,534,False,False
Minior-red-meteor,"['rock', 'flying']",60,60,100,60,100,60,440,False,False
Komala,['normal'],65,115,65,75,95,65,480,False,False
Turtonator,"['fire', 'dragon']",60,78,135,91,85,36,485,False,False
Togedemaru,"['electric', 'steel']",65,98,63,40,73,96,435,False,False
Mimikyu-disguised,"['ghost', 'fairy']",55,90,80,50,105,96,476,False,False
Bruxish,"['water', 'psychic']",68,105,70,70,70,92,475,False,False
Drampa,"['normal', 'dragon']",78,60,85,135,91,36,485,False,False
Dhelmise,"['ghost', 'grass']",70,131,100,86,90,40,517,False,False
Jangmo-o,['dragon'],45,55,65,45,45,45,300,False,False
Hakamo-o,"['dragon', 'fighting']",55,75,90,65,70,65,420,False,False
Kommo-o,"['dragon', 'fighting']",75,110,125,100,105,85,600,False,False
Nihilego,"['rock', 'poison']",109,53,47,127,131,103,570,False,False
Buzzwole,"['bug', 'fighting']",107,139,139,53,53,79,570,False,False
Pheromosa,"['bug', 'fighting']",71,137,37,137,37,151,570,False,False
Xurkitree,['electric'],83,89,71,173,71,83,570,False,False
Celesteela,"['steel', 'flying']",97,101,103,107,101,61,570,False,False
Kartana,"['grass', 'steel']",59,181,131,59,31,109,570,False,False
Guzzlord,"['dark', 'dragon']",223,101,53,97,53,43,570,False,False
Poipole,['poison'],67,73,67,73,67,73,420,False,False
Naganadel,"['poison', 'dragon']",73,73,73,127,73,121,540,False,False
Stakataka,"['rock', 'steel']",61,131,211,53,101,13,570,False,False
Blacephalon,"['fire', 'ghost']",53,127,53,151,79,107,570,False,False
Grookey,['grass'],50,65,50,40,40,65,310,False,False
Thwackey,['grass'],70,85,70,55,60,80,420,False,False
Rillaboom,['grass'],100,125,90,60,70,85,530,False,False
Scorbunny,['fire'],50,71,40,40,40,69,310,False,False
Raboot,['fire'],65,86,60,55,60,94,420,False,False
Cinderace,['fire'],80,116,75,65,75,119,530,False,False
Sobble,['water'],50,40,40,70,40,70,310,False,False
Drizzile,['water'],65,60,55,95,55,90,420,False,False
Inteleon,['water'],70,85,65,125,65,120,530,False,False
Skwovet,['normal'],70,55,55,35,35,25,275,False,False
Greedent,['normal'],120,95,95,55,75,20,460,False,False
Rookidee,['flying'],38,47,35,33,35,57,245,False,False
Corvisquire,['flying'],68,67,55,43,55,77,365,False,False
Corviknight,"['flying', 'steel']",98,87,105,53,85,67,495,False,False
Blipbug,['bug'],25,20,20,25,45,45,180,False,False
Dottler,"['bug', 'psychic']",50,35,80,50,90,30,335,False,False
Orbeetle,"['bug', 'psychic']",60,45,110,80,120,90,505,False,False
Nickit,['dark'],40,28,28,47,52,50,245,False,False
Thievul,['dark'],70,58,58,87,92,90,455,False,False
Gossifleur,['grass'],40,40,60,40,60,10,250,False,False
Eldegoss,['grass'],60,50,90,80,120,60,460,False,False
Wooloo,['normal'],42,40,55,40,45,48,270,False,False
Dubwool,['normal'],72,80,100,60,90,88,490,False,False
Chewtle,['water'],50,64,50,38,38,44,284,False,False
Drednaw,"['water', 'rock']",90,115,90,48,68,74,485,False,False
Yamper,['electric'],59,45,50,40,50,26,270,False,False
Boltund,['electric'],69,90,60,90,60,121,490,False,False
Rolycoly,['rock'],30,40,50,40,50,30,240,False,False
Carkol,"['rock', 'fire']",80,60,90,60,70,50,410,False,False
Coalossal,"['rock', 'fire']",110,80,120,80,90,30,510,False,False
Applin,"['grass', 'dragon']",40,40,80,40,40,20,260,False,False
Flapple,"['grass', 'dragon']",70,110,80,95,60,70,485,False,False
Appletun,"['grass', 'dragon']",110,85,80,100,80,30,485,False,False
Silicobra,['ground'],52,57,75,35,50,46,315,False,False
Sandaconda,['ground'],72,107,125,65,70,71,510,False,False
Cramorant,"['flying', 'water']",70,85,55,85,95,85,475,False,False
Arrokuda,['water'],41,63,40,40,30,66,280,False,False
Barraskewda,['water'],61,123,60,60,50,136,490,False,False
Toxel,"['electric', 'poison']",40,38,35,54,35,40,242,False,False
Toxtricity-amped,"['electric', 'poison']",75,98,70,114,70,75,502,False,False
Sizzlipede,"['fire', 'bug']",50,65,45,50,50,45,305,False,False
Centiskorch,"['fire', 'bug']",100,115,65,90,90,65,525,False,False
Clobbopus,['fighting'],50,68,60,50,50,32,310,False,False
Grapploct,['fighting'],80,118,90,70,80,42,480,False,False
Sinistea,['ghost'],40,45,45,74,54,50,308,False,False
Polteageist,['ghost'],60,65,65,134,114,70,508,False,False
Hatenna,['psychic'],42,30,45,56,53,39,265,False,False
Hattrem,['psychic'],57,40,65,86,73,49,370,False,False
Hatterene,"['psychic', 'fairy']",57,90,95,136,103,29,510,False,False
Impidimp,"['dark', 'fairy']",45,45,30,55,40,50,265,False,False
Morgrem,"['dark', 'fairy']",65,60,45,75,55,70,370,False,False
Grimmsnarl,"['dark', 'fairy']",95,120,65,95,75,60,510,False,False
Obstagoon,"['dark', 'normal']",93,90,101,60,81,95,520,False,False
Perrserker,['steel'],70,110,100,50,60,50,440,False,False
Cursola,['ghost'],60,95,50,145,130,30,510,False,False
Sirfetchd,['fighting'],62,135,95,68,82,65,507,False,False
Mr-rime,"['ice', 'psychic']",80,85,75,110,100,70,520,False,False
Runerigus,"['ground', 'ghost']",58,95,145,50,105,30,483,False,False
Milcery,['fairy'],45,40,40,50,61,34,270,False,False
Alcremie,['fairy'],65,60,75,110,121,64,495,False,False
Falinks,['fighting'],65,100,100,70,60,75,470,False,False
Pincurchin,['electric'],48,101,95,91,85,15,435,False,False
Snom,"['ice', 'bug']",30,25,35,45,30,20,185,False,False
Frosmoth,"['ice', 'bug']",70,65,60,125,90,65,475,False,False
Stonjourner,['rock'],100,125,135,20,20,70,470,False,False
Eiscue-ice,['ice'],75,80,110,65,90,50,470,False,False
Indeedee-male,"['psychic', 'normal']",60,65,55,105,95,95,475,False,False
Morpeko-full-belly,"['electric', 'dark']",58,95,58,70,58,97,436,False,False
Cufant,['steel'],72,80,49,40,49,40,330,False,False
Copperajah,['steel'],122,130,69,80,69,30,500,False,False
Dracozolt,"['electric', 'dragon']",90,100,90,80,70,75,505,False,False
Arctozolt,"['electric', 'ice']",90,100,90,90,80,55,505,False,False
Dracovish,"['water', 'dragon']",90,90,100,70,80,75,505,False,False
Arctovish,"['water', 'ice']",90,90,100,80,90,55,505,False,False
Duraludon,"['steel', 'dragon']",70,95,115,120,50,85,535,False,False
Dreepy,"['dragon', 'ghost']",28,60,30,40,30,82,270,False,False
Drakloak,"['dragon', 'ghost']",68,80,50,60,50,102,410,False,False
Dragapult,"['dragon', 'ghost']",88,120,75,100,75,142,600,False,False
